LHS (Determinante),RHS (Dipendente),Tipo
DestState + FirstDepTime,DestWac,2 -> 1
DestState + FirstDepTime,CRSDepTime,2 -> 1
DestState + FirstDepTime,DepTime,2 -> 1
DestState + FirstDepTime,DepDelay,2 -> 1
DestState + FirstDepTime,DepDelayMinutes,2 -> 1
DestState + FirstDepTime,DepDel15,2 -> 1
DestState + FirstDepTime,DepartureDelayGroups,2 -> 1
DestState + FirstDepTime,DepTimeBlk,2 -> 1
DestState + FirstDepTime,TaxiOut,2 -> 1
DestState + FirstDepTime,WheelsOff,2 -> 1
DestState + FirstDepTime,WheelsOn,2 -> 1
DestState + FirstDepTime,TaxiIn,2 -> 1
DestState + FirstDepTime,CRSArrTime,2 -> 1
DestState + FirstDepTime,ArrTime,2 -> 1
DestState + FirstDepTime,ArrDelay,2 -> 1
DestState + FirstDepTime,ArrDelayMinutes,2 -> 1
DestState + FirstDepTime,ArrDel15,2 -> 1
DestState + FirstDepTime,ArrivalDelayGroups,2 -> 1
DestState + FirstDepTime,ArrTimeBlk,2 -> 1
DestState + FirstDepTime,Cancelled,2 -> 1
DestState + FirstDepTime,CancellationCode,2 -> 1
DestState + FirstDepTime,Diverted,2 -> 1
DestState + FirstDepTime,CRSElapsedTime,2 -> 1
DestState + FirstDepTime,ActualElapsedTime,2 -> 1
DestState + FirstDepTime,AirTime,2 -> 1
DestState + FirstDepTime,Distance,2 -> 1
DestState + FirstDepTime,DistanceGroup,2 -> 1
DestState + FirstDepTime,CarrierDelay,2 -> 1
DestState + FirstDepTime,WeatherDelay,2 -> 1
DestState + FirstDepTime,NASDelay,2 -> 1
DestState + FirstDepTime,LateAircraftDelay,2 -> 1
DestState + FirstDepTime,TotalAddGTime,2 -> 1
DestState + FirstDepTime,LongestAddGTime,2 -> 1
DestState + FirstDepTime,DivAirportLandings,2 -> 1
DestState + TotalAddGTime,DayofMonth,2 -> 1
DestState + TotalAddGTime,DayOfWeek,2 -> 1
DestState + TotalAddGTime,FlightDate,2 -> 1
DestState + TotalAddGTime,Reporting_Airline,2 -> 1
DestState + TotalAddGTime,DOT_ID_Reporting_Airline,2 -> 1
DestState + TotalAddGTime,IATA_CODE_Reporting_Airline,2 -> 1
DestState + TotalAddGTime,Tail_Number,2 -> 1
DestState + TotalAddGTime,Flight_Number_Reporting_Airline,2 -> 1
DestState + TotalAddGTime,OriginAirportID,2 -> 1
DestState + TotalAddGTime,OriginAirportSeqID,2 -> 1
DestState + TotalAddGTime,OriginCityMarketID,2 -> 1
DestState + TotalAddGTime,Origin,2 -> 1
DestState + TotalAddGTime,OriginCityName,2 -> 1
DestState + TotalAddGTime,OriginState,2 -> 1
DestState + TotalAddGTime,OriginStateFips,2 -> 1
DestState + TotalAddGTime,OriginStateName,2 -> 1
DestState + TotalAddGTime,OriginWac,2 -> 1
DestState + TotalAddGTime,DestAirportID,2 -> 1
DestState + TotalAddGTime,DestAirportSeqID,2 -> 1
DestState + TotalAddGTime,DestCityMarketID,2 -> 1
DestState + TotalAddGTime,Dest,2 -> 1
DestState + TotalAddGTime,DestCityName,2 -> 1
DestState + TotalAddGTime,DestStateFips,2 -> 1
DestState + TotalAddGTime,DestStateName,2 -> 1
DestState + TotalAddGTime,DestWac,2 -> 1
DestState + TotalAddGTime,CRSDepTime,2 -> 1
DestState + TotalAddGTime,DepTime,2 -> 1
DestState + TotalAddGTime,DepDelay,2 -> 1
DestState + TotalAddGTime,DepDelayMinutes,2 -> 1
DestState + TotalAddGTime,DepDel15,2 -> 1
DestState + TotalAddGTime,DepartureDelayGroups,2 -> 1
DestState + TotalAddGTime,DepTimeBlk,2 -> 1
DestState + TotalAddGTime,TaxiOut,2 -> 1
DestState + TotalAddGTime,WheelsOff,2 -> 1
DestState + TotalAddGTime,WheelsOn,2 -> 1
DestState + TotalAddGTime,TaxiIn,2 -> 1
DestState + TotalAddGTime,CRSArrTime,2 -> 1
DestState + TotalAddGTime,ArrTime,2 -> 1
DestState + TotalAddGTime,ArrDelay,2 -> 1
DestState + TotalAddGTime,ArrDelayMinutes,2 -> 1
DestState + TotalAddGTime,ArrDel15,2 -> 1
DestState + TotalAddGTime,ArrivalDelayGroups,2 -> 1
DestState + TotalAddGTime,ArrTimeBlk,2 -> 1
DestState + TotalAddGTime,Cancelled,2 -> 1
DestState + TotalAddGTime,CancellationCode,2 -> 1
DestState + TotalAddGTime,Diverted,2 -> 1
DestState + TotalAddGTime,CRSElapsedTime,2 -> 1
DestState + TotalAddGTime,ActualElapsedTime,2 -> 1
DestState + TotalAddGTime,AirTime,2 -> 1
DestState + TotalAddGTime,Distance,2 -> 1
DestState + TotalAddGTime,DistanceGroup,2 -> 1
DestState + TotalAddGTime,CarrierDelay,2 -> 1
DestState + TotalAddGTime,WeatherDelay,2 -> 1
DestState + TotalAddGTime,NASDelay,2 -> 1
DestState + TotalAddGTime,LateAircraftDelay,2 -> 1
DestState + TotalAddGTime,FirstDepTime,2 -> 1
DestState + TotalAddGTime,LongestAddGTime,2 -> 1
DestState + TotalAddGTime,DivAirportLandings,2 -> 1
DestState + LongestAddGTime,DayofMonth,2 -> 1
DestState + LongestAddGTime,DayOfWeek,2 -> 1
DestState + LongestAddGTime,FlightDate,2 -> 1
DestState + LongestAddGTime,Reporting_Airline,2 -> 1
DestState + LongestAddGTime,DOT_ID_Reporting_Airline,2 -> 1
DestState + LongestAddGTime,IATA_CODE_Reporting_Airline,2 -> 1
DestState + LongestAddGTime,Tail_Number,2 -> 1
DestState + LongestAddGTime,Flight_Number_Reporting_Airline,2 -> 1
DestState + LongestAddGTime,OriginAirportID,2 -> 1
DestState + LongestAddGTime,OriginAirportSeqID,2 -> 1
DestState + LongestAddGTime,OriginCityMarketID,2 -> 1
DestState + LongestAddGTime,Origin,2 -> 1
DestState + LongestAddGTime,OriginCityName,2 -> 1
DestState + LongestAddGTime,OriginState,2 -> 1
DestState + LongestAddGTime,OriginStateFips,2 -> 1
DestState + LongestAddGTime,OriginStateName,2 -> 1
DestState + LongestAddGTime,OriginWac,2 -> 1
DestState + LongestAddGTime,DestAirportID,2 -> 1
DestState + LongestAddGTime,DestAirportSeqID,2 -> 1
DestState + LongestAddGTime,DestCityMarketID,2 -> 1
DestState + LongestAddGTime,Dest,2 -> 1
DestState + LongestAddGTime,DestCityName,2 -> 1
DestState + LongestAddGTime,DestStateFips,2 -> 1
DestState + LongestAddGTime,DestStateName,2 -> 1
DestState + LongestAddGTime,DestWac,2 -> 1
DestState + LongestAddGTime,CRSDepTime,2 -> 1
DestState + LongestAddGTime,DepTime,2 -> 1
DestState + LongestAddGTime,DepDelay,2 -> 1
DestState + LongestAddGTime,DepDelayMinutes,2 -> 1
DestState + LongestAddGTime,DepDel15,2 -> 1
DestState + LongestAddGTime,DepartureDelayGroups,2 -> 1
DestState + LongestAddGTime,DepTimeBlk,2 -> 1
DestState + LongestAddGTime,TaxiOut,2 -> 1
DestState + LongestAddGTime,WheelsOff,2 -> 1
DestState + LongestAddGTime,WheelsOn,2 -> 1
DestState + LongestAddGTime,TaxiIn,2 -> 1
DestState + LongestAddGTime,CRSArrTime,2 -> 1
DestState + LongestAddGTime,ArrTime,2 -> 1
DestState + LongestAddGTime,ArrDelay,2 -> 1
DestState + LongestAddGTime,ArrDelayMinutes,2 -> 1
DestState + LongestAddGTime,ArrDel15,2 -> 1
DestState + LongestAddGTime,ArrivalDelayGroups,2 -> 1
DestState + LongestAddGTime,ArrTimeBlk,2 -> 1
DestState + LongestAddGTime,Cancelled,2 -> 1
DestState + LongestAddGTime,CancellationCode,2 -> 1
DestState + LongestAddGTime,Diverted,2 -> 1
DestState + LongestAddGTime,CRSElapsedTime,2 -> 1
DestState + LongestAddGTime,ActualElapsedTime,2 -> 1
DestState + LongestAddGTime,AirTime,2 -> 1
DestState + LongestAddGTime,Distance,2 -> 1
DestState + LongestAddGTime,DistanceGroup,2 -> 1
DestState + LongestAddGTime,CarrierDelay,2 -> 1
DestState + LongestAddGTime,WeatherDelay,2 -> 1
DestState + LongestAddGTime,NASDelay,2 -> 1
DestState + LongestAddGTime,LateAircraftDelay,2 -> 1
DestState + LongestAddGTime,FirstDepTime,2 -> 1
DestState + LongestAddGTime,TotalAddGTime,2 -> 1
DestState + LongestAddGTime,DivAirportLandings,2 -> 1
DestState + DivAirportLandings,DestStateFips,2 -> 1
DestState + DivAirportLandings,DestStateName,2 -> 1
DestState + DivAirportLandings,DestWac,2 -> 1
DestState + DivAirportLandings,Diverted,2 -> 1
DestState + DivAirportLandings,DivReachedDest,2 -> 1
DestState + DivAirportLandings,DivDistance,2 -> 1
DestState + DivAirportLandings,Div1Airport,2 -> 1
DestState + DivAirportLandings,Div1AirportID,2 -> 1
DestState + DivAirportLandings,Div1AirportSeqID,2 -> 1
DestState + DivAirportLandings,Div1WheelsOn,2 -> 1
DestState + DivAirportLandings,Div1TotalGTime,2 -> 1
DestState + DivAirportLandings,Div1LongestGTime,2 -> 1
DestState + DivReachedDest,DayofMonth,2 -> 1
DestState + DivReachedDest,DayOfWeek,2 -> 1
DestState + DivReachedDest,FlightDate,2 -> 1
DestState + DivReachedDest,Reporting_Airline,2 -> 1
DestState + DivReachedDest,DOT_ID_Reporting_Airline,2 -> 1
DestState + DivReachedDest,IATA_CODE_Reporting_Airline,2 -> 1
DestState + DivReachedDest,Tail_Number,2 -> 1
DestState + DivReachedDest,Flight_Number_Reporting_Airline,2 -> 1
DestState + DivReachedDest,OriginAirportID,2 -> 1
DestState + DivReachedDest,OriginAirportSeqID,2 -> 1
DestState + DivReachedDest,OriginCityMarketID,2 -> 1
DestState + DivReachedDest,Origin,2 -> 1
DestState + DivReachedDest,OriginCityName,2 -> 1
DestState + DivReachedDest,OriginState,2 -> 1
DestState + DivReachedDest,OriginStateFips,2 -> 1
DestState + DivReachedDest,OriginStateName,2 -> 1
DestState + DivReachedDest,OriginWac,2 -> 1
DestState + DivReachedDest,DestAirportID,2 -> 1
DestState + DivReachedDest,DestAirportSeqID,2 -> 1
DestState + DivReachedDest,DestCityMarketID,2 -> 1
DestState + DivReachedDest,Dest,2 -> 1
DestState + DivReachedDest,DestCityName,2 -> 1
DestState + DivReachedDest,DestStateFips,2 -> 1
DestState + DivReachedDest,DestStateName,2 -> 1
DestState + DivReachedDest,DestWac,2 -> 1
DestState + DivReachedDest,CRSDepTime,2 -> 1
DestState + DivReachedDest,DepTime,2 -> 1
DestState + DivReachedDest,DepDelay,2 -> 1
DestState + DivReachedDest,DepDelayMinutes,2 -> 1
DestState + DivReachedDest,DepDel15,2 -> 1
DestState + DivReachedDest,DepartureDelayGroups,2 -> 1
DestState + DivReachedDest,DepTimeBlk,2 -> 1
DestState + DivReachedDest,TaxiOut,2 -> 1
DestState + DivReachedDest,WheelsOff,2 -> 1
DestState + DivReachedDest,WheelsOn,2 -> 1
DestState + DivReachedDest,TaxiIn,2 -> 1
DestState + DivReachedDest,CRSArrTime,2 -> 1
DestState + DivReachedDest,ArrTime,2 -> 1
DestState + DivReachedDest,ArrTimeBlk,2 -> 1
DestState + DivReachedDest,Cancelled,2 -> 1
DestState + DivReachedDest,Diverted,2 -> 1
DestState + DivReachedDest,CRSElapsedTime,2 -> 1
DestState + DivReachedDest,Distance,2 -> 1
DestState + DivReachedDest,DistanceGroup,2 -> 1
DestState + DivReachedDest,DivAirportLandings,2 -> 1
DestState + DivReachedDest,DivDistance,2 -> 1
DestState + DivReachedDest,Div1Airport,2 -> 1
DestState + DivReachedDest,Div1AirportID,2 -> 1
DestState + DivReachedDest,Div1AirportSeqID,2 -> 1
DestState + DivReachedDest,Div1WheelsOn,2 -> 1
DestState + DivReachedDest,Div1TotalGTime,2 -> 1
DestState + DivReachedDest,Div1LongestGTime,2 -> 1
DestState + DivDistance,DayofMonth,2 -> 1
DestState + DivDistance,DayOfWeek,2 -> 1
DestState + DivDistance,FlightDate,2 -> 1
DestState + DivDistance,Reporting_Airline,2 -> 1
DestState + DivDistance,DOT_ID_Reporting_Airline,2 -> 1
DestState + DivDistance,IATA_CODE_Reporting_Airline,2 -> 1
DestState + DivDistance,Tail_Number,2 -> 1
DestState + DivDistance,Flight_Number_Reporting_Airline,2 -> 1
DestState + DivDistance,OriginAirportID,2 -> 1
DestState + DivDistance,OriginAirportSeqID,2 -> 1
DestState + DivDistance,OriginCityMarketID,2 -> 1
DestState + DivDistance,Origin,2 -> 1
DestState + DivDistance,OriginCityName,2 -> 1
DestState + DivDistance,OriginState,2 -> 1
DestState + DivDistance,OriginStateFips,2 -> 1
DestState + DivDistance,OriginStateName,2 -> 1
DestState + DivDistance,OriginWac,2 -> 1
DestState + DivDistance,DestAirportID,2 -> 1
DestState + DivDistance,DestAirportSeqID,2 -> 1
DestState + DivDistance,DestCityMarketID,2 -> 1
DestState + DivDistance,Dest,2 -> 1
DestState + DivDistance,DestCityName,2 -> 1
DestState + DivDistance,DestStateFips,2 -> 1
DestState + DivDistance,DestStateName,2 -> 1
DestState + DivDistance,DestWac,2 -> 1
DestState + DivDistance,CRSDepTime,2 -> 1
DestState + DivDistance,DepTime,2 -> 1
DestState + DivDistance,DepDelay,2 -> 1
DestState + DivDistance,DepDelayMinutes,2 -> 1
DestState + DivDistance,DepDel15,2 -> 1
DestState + DivDistance,DepartureDelayGroups,2 -> 1
DestState + DivDistance,DepTimeBlk,2 -> 1
DestState + DivDistance,TaxiOut,2 -> 1
DestState + DivDistance,WheelsOff,2 -> 1
DestState + DivDistance,WheelsOn,2 -> 1
DestState + DivDistance,TaxiIn,2 -> 1
DestState + DivDistance,CRSArrTime,2 -> 1
DestState + DivDistance,ArrTime,2 -> 1
DestState + DivDistance,ArrTimeBlk,2 -> 1
DestState + DivDistance,Cancelled,2 -> 1
DestState + DivDistance,Diverted,2 -> 1
DestState + DivDistance,CRSElapsedTime,2 -> 1
DestState + DivDistance,Distance,2 -> 1
DestState + DivDistance,DistanceGroup,2 -> 1
DestState + DivDistance,DivAirportLandings,2 -> 1
DestState + DivDistance,DivReachedDest,2 -> 1
DestState + DivDistance,Div1Airport,2 -> 1
DestState + DivDistance,Div1AirportID,2 -> 1
DestState + DivDistance,Div1AirportSeqID,2 -> 1
DestState + DivDistance,Div1WheelsOn,2 -> 1
DestState + DivDistance,Div1TotalGTime,2 -> 1
DestState + DivDistance,Div1LongestGTime,2 -> 1
DestState + Div1Airport,DayofMonth,2 -> 1
DestState + Div1Airport,DayOfWeek,2 -> 1
DestState + Div1Airport,FlightDate,2 -> 1
DestState + Div1Airport,Reporting_Airline,2 -> 1
DestState + Div1Airport,DOT_ID_Reporting_Airline,2 -> 1
DestState + Div1Airport,IATA_CODE_Reporting_Airline,2 -> 1
DestState + Div1Airport,Tail_Number,2 -> 1
DestState + Div1Airport,Flight_Number_Reporting_Airline,2 -> 1
DestState + Div1Airport,OriginAirportID,2 -> 1
DestState + Div1Airport,OriginAirportSeqID,2 -> 1
DestState + Div1Airport,OriginCityMarketID,2 -> 1
DestState + Div1Airport,Origin,2 -> 1
DestState + Div1Airport,OriginCityName,2 -> 1
DestState + Div1Airport,OriginState,2 -> 1
DestState + Div1Airport,OriginStateFips,2 -> 1
DestState + Div1Airport,OriginStateName,2 -> 1
DestState + Div1Airport,OriginWac,2 -> 1
DestState + Div1Airport,DestAirportID,2 -> 1
DestState + Div1Airport,DestAirportSeqID,2 -> 1
DestState + Div1Airport,DestCityMarketID,2 -> 1
DestState + Div1Airport,Dest,2 -> 1
DestState + Div1Airport,DestCityName,2 -> 1
DestState + Div1Airport,DestStateFips,2 -> 1
DestState + Div1Airport,DestStateName,2 -> 1
DestState + Div1Airport,DestWac,2 -> 1
DestState + Div1Airport,CRSDepTime,2 -> 1
DestState + Div1Airport,DepTime,2 -> 1
DestState + Div1Airport,DepDelay,2 -> 1
DestState + Div1Airport,DepDelayMinutes,2 -> 1
DestState + Div1Airport,DepDel15,2 -> 1
DestState + Div1Airport,DepartureDelayGroups,2 -> 1
DestState + Div1Airport,DepTimeBlk,2 -> 1
DestState + Div1Airport,TaxiOut,2 -> 1
DestState + Div1Airport,WheelsOff,2 -> 1
DestState + Div1Airport,WheelsOn,2 -> 1
DestState + Div1Airport,TaxiIn,2 -> 1
DestState + Div1Airport,CRSArrTime,2 -> 1
DestState + Div1Airport,ArrTime,2 -> 1
DestState + Div1Airport,ArrTimeBlk,2 -> 1
DestState + Div1Airport,Cancelled,2 -> 1
DestState + Div1Airport,Diverted,2 -> 1
DestState + Div1Airport,CRSElapsedTime,2 -> 1
DestState + Div1Airport,Distance,2 -> 1
DestState + Div1Airport,DistanceGroup,2 -> 1
DestState + Div1Airport,DivAirportLandings,2 -> 1
DestState + Div1Airport,DivReachedDest,2 -> 1
DestState + Div1Airport,DivDistance,2 -> 1
DestState + Div1Airport,Div1AirportID,2 -> 1
DestState + Div1Airport,Div1AirportSeqID,2 -> 1
DestState + Div1Airport,Div1WheelsOn,2 -> 1
DestState + Div1Airport,Div1TotalGTime,2 -> 1
DestState + Div1Airport,Div1LongestGTime,2 -> 1
DestState + Div1AirportID,DayofMonth,2 -> 1
DestState + Div1AirportID,DayOfWeek,2 -> 1
DestState + Div1AirportID,FlightDate,2 -> 1
DestState + Div1AirportID,Reporting_Airline,2 -> 1
DestState + Div1AirportID,DOT_ID_Reporting_Airline,2 -> 1
DestState + Div1AirportID,IATA_CODE_Reporting_Airline,2 -> 1
DestState + Div1AirportID,Tail_Number,2 -> 1
DestState + Div1AirportID,Flight_Number_Reporting_Airline,2 -> 1
DestState + Div1AirportID,OriginAirportID,2 -> 1
DestState + Div1AirportID,OriginAirportSeqID,2 -> 1
DestState + Div1AirportID,OriginCityMarketID,2 -> 1
DestState + Div1AirportID,Origin,2 -> 1
DestState + Div1AirportID,OriginCityName,2 -> 1
DestState + Div1AirportID,OriginState,2 -> 1
DestState + Div1AirportID,OriginStateFips,2 -> 1
DestState + Div1AirportID,OriginStateName,2 -> 1
DestState + Div1AirportID,OriginWac,2 -> 1
DestState + Div1AirportID,DestAirportID,2 -> 1
DestState + Div1AirportID,DestAirportSeqID,2 -> 1
DestState + Div1AirportID,DestCityMarketID,2 -> 1
DestState + Div1AirportID,Dest,2 -> 1
DestState + Div1AirportID,DestCityName,2 -> 1
DestState + Div1AirportID,DestStateFips,2 -> 1
DestState + Div1AirportID,DestStateName,2 -> 1
DestState + Div1AirportID,DestWac,2 -> 1
DestState + Div1AirportID,CRSDepTime,2 -> 1
DestState + Div1AirportID,DepTime,2 -> 1
DestState + Div1AirportID,DepDelay,2 -> 1
DestState + Div1AirportID,DepDelayMinutes,2 -> 1
DestState + Div1AirportID,DepDel15,2 -> 1
DestState + Div1AirportID,DepartureDelayGroups,2 -> 1
DestState + Div1AirportID,DepTimeBlk,2 -> 1
DestState + Div1AirportID,TaxiOut,2 -> 1
DestState + Div1AirportID,WheelsOff,2 -> 1
DestState + Div1AirportID,WheelsOn,2 -> 1
DestState + Div1AirportID,TaxiIn,2 -> 1
DestState + Div1AirportID,CRSArrTime,2 -> 1
DestState + Div1AirportID,ArrTime,2 -> 1
DestState + Div1AirportID,ArrTimeBlk,2 -> 1
DestState + Div1AirportID,Cancelled,2 -> 1
DestState + Div1AirportID,Diverted,2 -> 1
DestState + Div1AirportID,CRSElapsedTime,2 -> 1
DestState + Div1AirportID,Distance,2 -> 1
DestState + Div1AirportID,DistanceGroup,2 -> 1
DestState + Div1AirportID,DivAirportLandings,2 -> 1
DestState + Div1AirportID,DivReachedDest,2 -> 1
DestState + Div1AirportID,DivDistance,2 -> 1
DestState + Div1AirportID,Div1Airport,2 -> 1
DestState + Div1AirportID,Div1AirportSeqID,2 -> 1
DestState + Div1AirportID,Div1WheelsOn,2 -> 1
DestState + Div1AirportID,Div1TotalGTime,2 -> 1
DestState + Div1AirportID,Div1LongestGTime,2 -> 1
DestState + Div1AirportSeqID,DayofMonth,2 -> 1
DestState + Div1AirportSeqID,DayOfWeek,2 -> 1
DestState + Div1AirportSeqID,FlightDate,2 -> 1
DestState + Div1AirportSeqID,Reporting_Airline,2 -> 1
DestState + Div1AirportSeqID,DOT_ID_Reporting_Airline,2 -> 1
DestState + Div1AirportSeqID,IATA_CODE_Reporting_Airline,2 -> 1
DestState + Div1AirportSeqID,Tail_Number,2 -> 1
DestState + Div1AirportSeqID,Flight_Number_Reporting_Airline,2 -> 1
DestState + Div1AirportSeqID,OriginAirportID,2 -> 1
DestState + Div1AirportSeqID,OriginAirportSeqID,2 -> 1
DestState + Div1AirportSeqID,OriginCityMarketID,2 -> 1
DestState + Div1AirportSeqID,Origin,2 -> 1
DestState + Div1AirportSeqID,OriginCityName,2 -> 1
DestState + Div1AirportSeqID,OriginState,2 -> 1
DestState + Div1AirportSeqID,OriginStateFips,2 -> 1
DestState + Div1AirportSeqID,OriginStateName,2 -> 1
DestState + Div1AirportSeqID,OriginWac,2 -> 1
DestState + Div1AirportSeqID,DestAirportID,2 -> 1
DestState + Div1AirportSeqID,DestAirportSeqID,2 -> 1
DestState + Div1AirportSeqID,DestCityMarketID,2 -> 1
DestState + Div1AirportSeqID,Dest,2 -> 1
DestState + Div1AirportSeqID,DestCityName,2 -> 1
DestState + Div1AirportSeqID,DestStateFips,2 -> 1
DestState + Div1AirportSeqID,DestStateName,2 -> 1
DestState + Div1AirportSeqID,DestWac,2 -> 1
DestState + Div1AirportSeqID,CRSDepTime,2 -> 1
DestState + Div1AirportSeqID,DepTime,2 -> 1
DestState + Div1AirportSeqID,DepDelay,2 -> 1
DestState + Div1AirportSeqID,DepDelayMinutes,2 -> 1
DestState + Div1AirportSeqID,DepDel15,2 -> 1
DestState + Div1AirportSeqID,DepartureDelayGroups,2 -> 1
DestState + Div1AirportSeqID,DepTimeBlk,2 -> 1
DestState + Div1AirportSeqID,TaxiOut,2 -> 1
DestState + Div1AirportSeqID,WheelsOff,2 -> 1
DestState + Div1AirportSeqID,WheelsOn,2 -> 1
DestState + Div1AirportSeqID,TaxiIn,2 -> 1
DestState + Div1AirportSeqID,CRSArrTime,2 -> 1
DestState + Div1AirportSeqID,ArrTime,2 -> 1
DestState + Div1AirportSeqID,ArrTimeBlk,2 -> 1
DestState + Div1AirportSeqID,Cancelled,2 -> 1
DestState + Div1AirportSeqID,Diverted,2 -> 1
DestState + Div1AirportSeqID,CRSElapsedTime,2 -> 1
DestState + Div1AirportSeqID,Distance,2 -> 1
DestState + Div1AirportSeqID,DistanceGroup,2 -> 1
DestState + Div1AirportSeqID,DivAirportLandings,2 -> 1
DestState + Div1AirportSeqID,DivReachedDest,2 -> 1
DestState + Div1AirportSeqID,DivDistance,2 -> 1
DestState + Div1AirportSeqID,Div1Airport,2 -> 1
DestState + Div1AirportSeqID,Div1AirportID,2 -> 1
DestState + Div1AirportSeqID,Div1WheelsOn,2 -> 1
DestState + Div1AirportSeqID,Div1TotalGTime,2 -> 1
DestState + Div1AirportSeqID,Div1LongestGTime,2 -> 1
DestState + Div1WheelsOn,DayofMonth,2 -> 1
DestState + Div1WheelsOn,DayOfWeek,2 -> 1
DestState + Div1WheelsOn,FlightDate,2 -> 1
DestState + Div1WheelsOn,Reporting_Airline,2 -> 1
DestState + Div1WheelsOn,DOT_ID_Reporting_Airline,2 -> 1
DestState + Div1WheelsOn,IATA_CODE_Reporting_Airline,2 -> 1
DestState + Div1WheelsOn,Tail_Number,2 -> 1
DestState + Div1WheelsOn,Flight_Number_Reporting_Airline,2 -> 1
DestState + Div1WheelsOn,OriginAirportID,2 -> 1
DestState + Div1WheelsOn,OriginAirportSeqID,2 -> 1
DestState + Div1WheelsOn,OriginCityMarketID,2 -> 1
DestState + Div1WheelsOn,Origin,2 -> 1
DestState + Div1WheelsOn,OriginCityName,2 -> 1
DestState + Div1WheelsOn,OriginState,2 -> 1
DestState + Div1WheelsOn,OriginStateFips,2 -> 1
DestState + Div1WheelsOn,OriginStateName,2 -> 1
DestState + Div1WheelsOn,OriginWac,2 -> 1
DestState + Div1WheelsOn,DestAirportID,2 -> 1
DestState + Div1WheelsOn,DestAirportSeqID,2 -> 1
DestState + Div1WheelsOn,DestCityMarketID,2 -> 1
DestState + Div1WheelsOn,Dest,2 -> 1
DestState + Div1WheelsOn,DestCityName,2 -> 1
DestState + Div1WheelsOn,DestStateFips,2 -> 1
DestState + Div1WheelsOn,DestStateName,2 -> 1
DestState + Div1WheelsOn,DestWac,2 -> 1
DestState + Div1WheelsOn,CRSDepTime,2 -> 1
DestState + Div1WheelsOn,DepTime,2 -> 1
DestState + Div1WheelsOn,DepDelay,2 -> 1
DestState + Div1WheelsOn,DepDelayMinutes,2 -> 1
DestState + Div1WheelsOn,DepDel15,2 -> 1
DestState + Div1WheelsOn,DepartureDelayGroups,2 -> 1
DestState + Div1WheelsOn,DepTimeBlk,2 -> 1
DestState + Div1WheelsOn,TaxiOut,2 -> 1
DestState + Div1WheelsOn,WheelsOff,2 -> 1
DestState + Div1WheelsOn,WheelsOn,2 -> 1
DestState + Div1WheelsOn,TaxiIn,2 -> 1
DestState + Div1WheelsOn,CRSArrTime,2 -> 1
DestState + Div1WheelsOn,ArrTime,2 -> 1
DestState + Div1WheelsOn,ArrTimeBlk,2 -> 1
DestState + Div1WheelsOn,Cancelled,2 -> 1
